publishedAt,user,comment,likeCount,comment (clean)
2023-05-14T16:51:23Z,Yono Piel,"Kalau PKB merapat ke gerinda maka menurut saya mending pak Ganjar  berpasangan dg mbk Yeni wahid, krn pd dasarnya PKB secara kultural adalah Gusdurian, jd gk ngaruh pd merapatnya PKB struktural ke gerinda. Ganjar Yeni yes.",0,kalau pkb merapat ke gerinda maka menurut saya mending pak ganjar berpasangan dengan mbak yeni wahid karena pada dasarnya pkb secara kultural adalah gusdurian jadi enggak ngaruh pada merapatnya pkb struktural ke gerinda ganjar yeni yes
2023-05-14T16:05:50Z,Genta Buana,Anis anak tiri hahaaa 😂😂😂😂,0,anis anak tiri haha 
2023-05-14T15:48:27Z,Genta Buana,Semua capres itu petugas partai coba tak melalui partai mana bisa mau nyapres,0,semua capres itu petugas partai coba tak melalui partai mana bisa mau nyapres
2023-05-14T10:38:35Z,Rus Tandi,Petugas partei petugas partei petugas partei,0,petugas partei petugas partei petugas partei
2023-05-14T06:09:07Z,Acong Simamora,"Masih bingung sihkk, kemarin Pilihan nya capres nya perempuan, sekarang malah lain,,",0,masih bingung sihk kemarin pilihan nya capres nya perempuan sekarang malah lain
2023-05-14T06:09:03Z,Rani,So sweet banget pernah susah....<br>Tapi pilihanku sih ga ya...,0,sok sweet banget pernah susah tapi pilihanku sih enggak ya
2023-05-14T00:14:58Z,Kaa_22,Yg jelas pak ganjar mantunya kyai hehehehe🙏🙏🙏,0,yang jelas pak ganjar mantunya kyai hehehehe
2023-05-13T16:41:07Z,haveagreatday,"ngeri2 arek GIMIN lek kadung dialektika. rapih, testruktur, to the point. MARHAEN MENANG!",0,ngeri ngeri arek gimin lek kadung dialektika rapi testruktur tapi the point marhaen menang
2023-05-13T14:44:37Z,ferry waterman,Saya mah suka sama sosok ganjar. Hanya yg kurang sreg adalah petugas partai. .. <br>Jawaban pak ganjar sgt diplomatis... semua ditentukan mekanisme partai. Tapinpada kenyataannya mirip pada kerajaan,1,saya mah suka sama sosok ganjar hanya yang kurang sreg adalah petugas partai jawaban pak ganjar sangat diplomatis semua ditentukan mekanisme partai tapinpada kenyataannya mirip pada kerajaan
2023-05-13T11:52:29Z,AMON PETOK,Keren ya,0,keren ya
2023-05-13T04:44:13Z,Cicik Untari,Selamat Belajar untuk Bekerja kedepannya Mr. Ganjar Pranowo...from east java ready to elecktoral,0,selamat belajar untuk bekerja kedepannya mr ganjar pranowo from east java ready tapi elecktoral
2023-05-13T04:08:14Z,asep dindin85,"Semangat dan sehat selalu Pak Ganjar ,,,semoga amanah menjadi Presiden 2024....🤲amiin .",0,semangat dan sehat selalu pak ganjar semoga amanah menjadi presiden amin
2023-05-13T04:03:17Z,hiidayah chanel,Kami warga jabar .dukung orang yang tak pernah merendahkan orang .pakganjar pilihanku,0,kami warga jabar dukung orang yang tak pernah merendahkan orang pakganjar pilihanku
2023-05-13T00:28:19Z,Mawan Ramawansyah,Saya harap pemerintah bisa memper hatikan petani... Karena harga panen sangat tidak stabil dan tidak memihak  petani kecil..,0,saya harap pemerintah bisa memper hatikan petani karena harga panen sangat tidak stabil dan tidak memihak petani kecil
2023-05-13T00:00:46Z,zulfa ihsan,Media narasi sudah dibayar untuk membranding Pak ganjar dan golongannya. Jika media yang mengklaim dirinya adalah bagian dari jurnalistik. Seharusnya saat deklarasi pak anis jg diwawancarai eksklusif,1,media narasi sudah dibayar untuk membranding pak ganjar dan golongannya jika media yang mengklaim dirinya adalah bagian dari jurnalistik seharusnya saat deklarasi pak anis juga diwawancarai eksklusif
2023-05-12T20:18:10Z,@sheh23,Mbak Nana..harus diingat CAWAPRES itu lazimnya org MINANG agar monopoli org JAWA itu tidak begitu ketara meskipun ia tidak semestinya..ndak gitu Mbak...Good Luck Mr Ganjar !,0,mbak nana harus diingat cawapres itu lazimnya orang minang agar monopoli orang jawa itu tidak begitu tertara meskipun ia tidak semestinya indak begitu mbak good luck mr ganjar
2023-05-12T18:36:42Z,Widodo Mulyo,sangat hati² pake hati dan apa adanya...<br>look so good for RI 1<br>GP...,0,sangat hati² pakai hati dan apa adanya look sok good for ri gp
2023-05-12T17:34:34Z,Tino Martino,"Ribet amat istilah petugas partai dan petugas rakyat faktanya petugas partai yg berhasil membawa indonesia dihormati dunia ,membangun inprastruktur di seluruh daerah tdk pandang bulu.yg petugas rakyat banyak mangkrsk",0,ribet amat istilah petugas partai dan petugas rakyat faktanya petugas partai yang berhasil membawa indonesia dihormati dunia membangun inprastruktur di seluruh daerah tidak pandang bulu yang petugas rakyat banyak mangkrsk
2023-05-12T17:23:18Z,Wahyu Ari Sandy,Apapun bicaramu kalau atasan mu membenci pengajian... Maka bencana terus,0,apapun bicaramu kalau atasan mu membenci pengajian maka bencana terus
2023-05-12T17:22:12Z,Wahyu Ari Sandy,Pak ganjar nanti nonton porno di bolehkan gak,1,pak ganjar nanti menonton porno di bolehkan enggak
2023-05-12T17:20:33Z,Wahyu Ari Sandy,Masa pemimpinnya perempuan... Bencana,0,masa pemimpinnya perempuan bencana
2023-05-12T17:19:53Z,Wahyu Ari Sandy,Tetap sajah nurut sama mega wati... Mega wati sudah panas dengar pengajian,0,tetap sajah nurut sama mega wati mega wati sudah panas dengar pengajian
2023-05-12T07:23:35Z,Akank,"Kalau ganjar suka nonton film porno itu bukan hoax karena dia ngaku sendiri...,......... Jadi rakyat harus tau, jangan pilih pemimpin yg otaknya mesum dan porno..... Udah dipastikan itu buruk buat jadi pemimpin..... <br><br>Ibarat seorang bapak dalam rumah tangga...... Mana bisa jadi panutan anak2nya...... Bila masih sering nonton film porno.......",0,kalau ganjar suka menonton film porno itu bukan hoax karena dia mengaku sendiri jadi rakyat harus tau jangan pilih pemimpin yang otaknya mesum dan porno sudah dipastikan itu buruk buat jadi pemimpin ibarat seorang bapak dalam rumah tangga mana bisa jadi panutan anak anaknya bila masih sering menonton film porno
2023-05-22T04:58:54Z,Tobirama senju Sensei,Dungdungprett,0,dungdungpret
2023-05-13T04:14:19Z,Akank,"Waspada Indonesia darurat photography......... Akibat capres mesum hobby nonton film porno, Jaga NKRI dari kerusakan moral dari presiden boneka, yg di endorse dan agung agungkan para buzzer.",0,waspada indonesia darurat photography akibat capres mesum hobby menonton film porno jaga nkri dari kerusakan moral dari presiden boneka yang di endorse dan agung agungkan para buzzer
2023-05-13T04:14:01Z,Akank,"@deedeeBP Waspada Indonesia darurat photography......... Akibat capres mesum hobby nonton film porno, Jaga NKRI dari kerusakan moral dari presiden boneka, yg di endorse dan agung agungkan para buzzer.",0,deedeebp waspada indonesia darurat photography akibat capres mesum hobby menonton film porno jaga nkri dari kerusakan moral dari presiden boneka yang di endorse dan agung agungkan para buzzer
2023-05-12T14:27:49Z,deedeeBP,pretttt,0,pret
2023-05-12T05:20:21Z,Kaleci Channel,"pantes sih survey selalu teratas, sikap dan pemikiran nya terbaik dari bacapres yg lain.",1,pantas sih survey selalu teratas sikap dan pemikiran nya terbaik dari bacapres yang lain
2023-05-12T04:37:46Z,gurun sinai,Yg penting ngga korup kaya jaman suhato dan sby,0,yang penting enggak korup kayak jaman suhato dan surabaya
2023-05-22T04:59:12Z,Tobirama senju Sensei,Ngawur,0,ngawur
2023-05-12T04:08:20Z,Opay Arwin,Ini capres yg pantas saya dukung....<br>Ya Allah semoga bp.Ganjar jadi Presiden RI....Aamiin,0,ini capres yang pantas saya dukung ya allah semoga bp ganjar jadi presiden ri amin
2023-05-12T03:12:18Z,Ardy Yansyah,Jujur sudah terdapat pada dirimu pak..semoga sukses dunia akhirat..aamiin,0,jujur sudah terdapat pada dirimu pak semoga sukses dunia akhirat amin
2023-05-12T03:00:58Z,Ardy Yansyah,Politik indah kalau ditangan orang yang tepat...🙂,2,politik indah kalau ditangan orang yang tepat 
2023-05-12T01:52:05Z,Rohim Renos,"Bangsa yg Besar NKRI,,, Adalah Negara 100001,politik,,,,Dimana  capres akan di mulai,,,,,, seluruh kapasitas  pun disiapkan,,,,,,, inilah pola politik nya di Pegang oleh orang orang bukan sesungguhnya nya di Ranah nya,,,,,,,, politik",0,bangsa yang besar nkri adalah negara politik dimana capres akan di mulai seluruh kapasitas pun disiapkan inilah pola politik nya di pegang oleh orang orang bukan sesungguhnya nya di ranah nya politik
2023-05-11T18:40:40Z,Budoyo jowo,"Melihat ini apa masih ada mata yg tertutup atas segala kekurangan manusiawi,",0,melihat ini apa masih ada mata yang tertutup atas segala kekurangan manusiawi
2023-05-11T16:22:45Z,harry blemo,"maaf bu najwa saia baru dengar, rakyat sudah pintar kok  makasih pertanyaan jebakannya bu",0,maaf bu najwa saia baru dengar rakyat sudah pintar kok terima kasih pertanyaan jebakannya bu
2023-05-11T15:59:00Z,Pak Suyana,"Saya sangat tidak kecewa dg ganjar pranowo.....semuanya itu omongan politik....yg penting Pak Ganjar Pranomo bisa membawa nkri dg baik dan maju....lanjutkan pemerintahan ini yg terbaik,berpihak ke masyarakat,...tegakkan hukum...berantas koropsi sampai akar nya.....miskinkan koroptor....setuju banget......bravo Pak Ganjar....tetap semangat,sehat selalu......",0,saya sangat tidak kecewa dengan ganjar pranowo semuanya itu omongan politik yang penting pak ganjar pranomo bisa membawa nkri dengan baik dan maju lanjutkan pemerintahan ini yang terbaik berpihak ke masyarakat tegakkan hukum berantas koropsi sampai akar nya miskinkan koroptor setuju banget bravo pak ganjar tetap semangat sehat selalu
2023-05-11T15:50:51Z,Andes Pratama,"ANIES for Presiden RI  ,,,BUKAN JANJI TAPI BUKTI ❤",1,anies for presiden ri bukan janji tapi bukti 
2023-05-12T14:28:37Z,deedeeBP,prettt,0,pret
2023-05-11T15:49:51Z,Nur Halim,"Pak Ganjar tolong ditinjau khusus nya wilayah Brebes Jateng..desa lembarawa kalimati klialang Kalipucang kecamatan Brebes jln umumnya rusak parah bahkan lebaran kemaren banyak yg celaka ...gara&quot; jln rusak parah <a href=""https://www.youtube.com/watch?v=_HwJW5f5jFQ&amp;t=39m58s"">39:58</a>",0,pak ganjar tolong ditinjau khusus nya wilayah brebes jateng desa lembarawa kalimati klialang kalipucang kecamatan brebes jalan umumnya rusak parah bahkan lebaran kemarin banyak yang celaka gara jalan rusak parah 
2023-05-11T15:24:43Z,Nana Misbahul laili,Bapak Ganjar Pranowo - bapak Sandiaga Uno 🇮🇩🇮🇩,0,bapak ganjar pranowo bapak sandiaga uno 
2023-05-11T14:02:20Z,Js Js,Pak Ganjar harus menang di pilpres 2024,0,pak ganjar harus menang di pilpres 
2023-05-11T13:32:22Z,Moh Mundir,Mantabbb,0,mantab
2023-05-11T12:37:20Z,Buya,Keras,0,keras
2023-05-11T11:06:28Z,Doni Lukman,Jauh ketinggalan dibanding Anies .,0,jauh ketinggalan dibanding anies
2023-05-11T08:31:43Z,Rizki Barkah,❤❤❤...segala puji bagi tuan semesta alam yg maha pengasih dan penyanyang...salam hormat buat ka Najwa...keprihatinan sy terhadap bangsa Indonesia yg kita cintai...sy kagum dengan orang 2 yg mau memberikan sumbangsih tenaga dan pikiran yg membangun...demi terciptanya kondisi Indonesia yg damai...aman..nyaman...sejahtera...semenjak sy akhir2 ini untuk hidup dibangsa Indonesia sy mengkwatirkan ...sy mencoba membaca psikososial masyarakat dan psikososial alam...kesemrawutan...kegaduhan..kekacauan...dlm dimensi tataruang lingkup manusia nya...seharusnya pemimpin adalah pelayan..bukan dilayani...apalagi memanfaatkan kedudukan...itu pun dirasakan juga dlm sejarah seorang nabi Muhamad sebelum diutus menjadi rosul...sedangkan beliau seorang yg mapan...istrinya saudagar kaya..namun masih ada kegelisahan dlm pikiran seorang rosul...gelisah memikirkan kondisi masyarakat bangsanya yg berbuat kezi...merampok..memperkosa..korup...membunuh...banyak LG...sy melihat sama persis yg ada pada bangsa kita...contoh kecil yg akan menjadi budaya seperti lawan arus...menerobos lampu merah...arogan dijalan raya...merupakan tontonan yg kita lihat tiap hari....untuk pergi mencari rezeki saja sdh kawatir jalan berkendara jam 3 malam...itu pun sy sendiri alami...tidakkah pemimpin yg peka terhadap keadaan kondisi saat ini...dengan adanya siaran mata Najwa...sangat bagus...namun hal itu harus dibarengi sikap manusia nya...untuk paham akan jati diri memberikan kasih dan sayang kepada semua mahluk ...ketidak Adilan..keserakahan muncul tiap saat...sy berpikir harus ada konsep pola yg mengarah kepada ketegasan sistem dan penegaknya...bukan justru penegak memanfaatkan kedudukannya untuk keinginan pribadinya....padahal tuhan sdh menyediakan sistem kehidupan untuk mahlukNYA..contoh tatanan galaxy....matahari..bumi..bulan..planet...mereka semua tertib..teratur...harmonis....itulah sistem sangpencipta 3/83...mereka berserah diri mengikuti hukum sangpencipta..<br>Mengapa manusia TDK memikirkan hal itu....baik...nanti disambung ka....smoga sehat selalu bersama kluarga ka Najwa....berkat selalu menyertai....segala puji hanya milik tuan semesta alam yg maha pengasih dan penyanyang.ansyah jkrta...081296796012<br>...,3, segala puji bagi tuan semesta alam yang maha pengasih dan penyanyang salam hormat buat kak najwa keprihatinan saya terhadap bangsa indonesia yang kita cintai saya kagum dengan orang yang mau memberikan sumbangsih tenaga dan pikiran yang membangun demi terciptanya kondisi indonesia yang damai aman nyaman sejahtera semenjak saya akhir ini untuk hidup dibangsa indonesia saya mengkwatirkan saya mencoba membaca psikososial masyarakat dan psikososial alam kesemrawutan kegaduhan kekacauan dalam dimensi tataruang lingkup manusia nya seharusnya pemimpin adalah pelayan bukan dilayani apalagi memanfaatkan kedudukan itu pun dirasakan juga dalam sejarah seorang nabi muhamad sebelum diutus menjadi rosul sedangkan beliau seorang yang mapan istrinya saudagar kayak namun masih ada kegelisahan dalam pikiran seorang rosul gelisah memikirkan kondisi masyarakat bangsanya yang berbuat kezi merampok memperkosa korup membunuh banyak lagi saya melihat sama persis yang ada pada bangsa kita contoh kecil yang akan menjadi budaya seperti lawan arus menerobos lampu merah arogan dijalan raya merupakan tontonan yang kita lihat tiap hari untuk pergi mencari rezeki saja sudah kawatir jalan berkendara jam malam itu pun saya sendiri alami tidakkah pemimpin yang peka terhadap keadaan kondisi saat ini dengan adanya siaran mata najwa sangat bagus namun hal itu harus dibarengi sikap manusia nya untuk paham akan jati diri memberikan kasih dan sayang kepada semua mahluk ketidak adilan keserakahan muncul tiap saat saya berpikir harus ada konsep pola yang mengarah kepada ketegasan sistem dan penegaknya bukan justru penegak memanfaatkan kedudukannya untuk keinginan pribadinya padahal tuhan sudah menyediakan sistem kehidupan untuk mahluknya contoh tatanan galaxy matahari bumi bulan planet mereka semua tertib teratur harmonis itulah sistem sangpencipta mereka berserah diri mengikuti hukum sangpencipta mengapa manusia tidak memikirkan hal itu baik nanti disambung kak semoga sehat selalu bersama keluarga kak najwa berkat selalu menyertai segala puji hanya milik tuan semesta alam yang maha pengasih dan penyanyang ansyah jakarta 
